"","B.cells.naive","B.cells.memory","Plasma.cells","T.cells.CD8","T.cells.CD4.naive","T.cells.CD4.memory.resting","T.cells.CD4.memory.activated","T.cells.follicular.helper","T.cells.regulatory..Tregs.","T.cells.gamma.delta","NK.cells.resting","NK.cells.activated","Monocytes","Macrophages.M0","Macrophages.M1","Macrophages.M2","Dendritic.cells.resting","Dendritic.cells.activated","Mast.cells.resting","Mast.cells.activated","Eosinophils","Neutrophils","Fibroblasts","Endothelial.cells","Epithelial.cells"
"SU2CLC.MGH.1135",0.00211363129477619,0.0154357765802991,0.0210097943020097,0.0205361865999203,0,0.0582693163053333,0.00046407802454965,0.0167089325886766,0,0.0176818759035481,0,0,0.00059231431223609,0.0602450845220043,0.00508029889761086,0.116427332217947,0.0033877126599073,0.0172920956313884,0,0.0175314051603898,0,0.00653636721030906,0.412508620701458,0.0216949903001626,0.186484186787473
"SU2CLC.MGH.1148",0.0164246500746922,0,0.0159531045783549,0.0198702153797956,0,0.0171872885242499,0.006262852199584,0.00886560129093763,0,0.011493632702292,0,0.00816302779373768,0.0423424106709551,0.033851763318523,0.00624611936764637,0.0169523531790004,0.00355565533802962,0.00274995773427054,0,0.0557892765414831,0.0161139747838545,0.094345987629982,0.096490909507875,0.00586821759971243,0.521473001785024
"SU2CLC.MGH.1149",0.0193456301407819,0.0101075051694093,0.0338129400253801,0.0337721671364457,0,0.0625068267030512,0,0.0273157186312064,0,0.0115406470153597,0,0.0255136123262437,0.0111230317036596,0.048813552822511,0.00795003995064849,0.0792337214851753,0.00128834608429645,0.00794927321997401,0.00915446038030207,0.0197944216003966,0.00202273221649219,0.0126823876144103,0.313160312458759,0.0692899321522192,0.193622741163277
"SU2CLC.MGH.1150",0.0173367711590004,0.00147515101280306,0.0094203270474624,0.0217921427686872,0,0.0448022770747652,0,0.0212942428444845,0.0126787032171434,0.0129781111592555,0,0.0186921986102949,0.0065889055330573,0.109048283749926,0.0196206033662142,0.0986541831861282,0.00199869366868062,0.013969424584868,0,0.0279882823421445,0,0.00525782259863159,0.228027466858185,0.0148761543983311,0.313500254819937
"SU2CLC.MGH.1161",0.0105097146939965,0.0162558159901215,0.0741253309281389,0.0843376588574165,0,0.0131231902036202,0.0244996887377991,0.0499148938926386,0,0.0377791215677704,0,0.055224788344926,0,0.0771965383281647,0.0460028358888584,0.0851454051094503,0.00489014667323131,0,0,0.0399367764237169,0,0.00622410946620127,0.295278749165336,0.00356276222366878,0.0759924735049452
"SU2CLC.MGH.1163",0.00064136701014663,0.0023989441064008,0.00115010463106974,0.00431868717870245,0,0.0282703710687718,0,0.0103523942226903,0.002281429212609,0.00242888860503668,0,0.0042234267311681,0.00108097061326407,0.0868661278463851,0.00067366171106258,0.107269661856225,0.0242364128255129,0.00760415507624946,0,0.0117514921805164,0,0,0.599526982468238,0.00946810721669749,0.095456815439253
"SU2CLC.MGH.1169",0.00697404832996847,0.0106513741769487,0.00224129943205791,0.0275886780387971,0.00267375854293168,0.0441695426816139,0,0.0322076214972142,0.00776537364850104,0.00436813763255843,0,0.0315869954234603,0.0632374222067656,0.0943448705879182,0.0401876608882228,0.156364370637778,0.00571994720179891,0,0,0.0273182084516261,0.00642850216089736,0.00941855799060124,0.105159689638582,0.0290864589606724,0.292507481871086
"SU2CLC.MGH.1387",0.0106997752142534,0.00825819111824089,0.0221228572528454,0.0444680505769758,0,0.0338056089131506,0.00307304690938768,0.0381412905110614,0.00272825322928024,0,0,0.0147702608892709,0.0159534852681443,0.0347275937852838,0.0144507571191545,0.0771993396463906,0.0250498774304358,0.0056618733907798,0,0.0342400242425399,0.00199375256453097,0.00883179982141618,0.129797017046728,0.0138600549966857,0.460167090073444
"SU2CLC.MGH.1389",0.0238318391370689,0,0.0452738335021338,0.0256437457391846,0,0.0231352167526685,0,0.022072223033603,0,0,0,0.00992166945673936,0.0068304146004104,0.0290008865299779,0.00181727452957375,0.0388340799000706,0.00226296646031164,0.00791565790701424,0,0.0292305062128787,0.00529225068904187,0.00309925410648538,0.186965736344919,0.0452617716463181,0.4936106734516
"SU2CLC.MGH.1409",0.0168237461550113,0.0710391132075639,0.0297133319278779,0.0424716499589414,0,0.0647967118460612,0.00638425567809998,0.0245735615385596,0,0,0,0.00964406428537169,0.0209577207989726,0.111021008318831,0,0.103856628562043,0.0244013019219263,0.0143889544758576,0.0275606802533533,0.0172782183498822,0.0152326634438417,0.0124721479566604,0.149840545405146,0.0511310475704598,0.186412648345539
"SU2CLC.MGH.1411",0.00295358517468759,0,0,0.0172166406059164,0,0.0204716535991042,0.00517931402466592,0.0136331617705971,0,0.00604429061355071,0,0.00653357342552759,0.0159946025483709,0.0404506650363669,0.0106504334758378,0.0479858702547346,0.00763674395495715,0,0,0.0247951217994409,0.00166770803399755,0.0050361876037605,0.662073219304318,0,0.111677228774166
"SU2CLC.MGH.1412",0,0.0382858117451181,0.0298489370809721,0.0852279995526003,0,0.0441878497348596,0.0193339573376145,0.0308286065281061,0,0.0240564580996215,0,0.00667323255206192,0.0106176888177125,0.0573992127222879,0.026230366856077,0.106645922177948,0.00916529715963025,0.00055068176117771,0,0.0220347507249355,0,0.00323740206630948,0.21361796283099,0.00356502829537238,0.268492833956605
"SU2CLC.MGH.1413",0.0176584135087357,0.014353451363445,0.0265269053620831,0.0244864903587016,0,0.0247356859328868,0,0.0185699178023317,0.00519911266423301,0.00410162912189034,0,0.00727894727426137,0.00636209931519886,0.0212355415063086,0.00765310415030839,0.0751368568053268,0.00175254779833414,0,0.00746304792645237,0.0143335505438286,0.00392224964405258,0.00599499500513018,0.577396292434377,0.135839161482115,0
"SU2CLC.MGH.1414",0.0620470233458043,0,0.0912762310800268,0.043769354198093,0,0.0698251672121012,0.00599373298842832,0.0252701890675412,0,0,0,0.0219387662921368,0.0055735097423719,0.0484519697454306,0.0189072939041634,0.0693903995772331,0.00586096430931637,0,0,0.0420570981922203,0,0.0092762625387484,0.202465427043414,0.0507915088741301,0.22710510188884
"SU2CLC.MGH.1415",0.0101727388536609,0.0104123139327595,0.019021333223871,0.0776874173161399,0.0135561378911691,0.0836385685805671,0.0455866407768571,0.0133163733007099,0,0.0447547259138938,0,0.0139107815266619,0.00819731695378508,0.089024099580514,0.0385495761159145,0.133512934206739,0.0121692945547779,0.0107540063420118,0,0.0400285292307567,0.00324483349489881,0.0121841687443039,0.168885311544845,0.00883246941457529,0.142560428500588
"SU2CLC.MGH.1416",0,0.0286276080748541,0.014335684982969,0.0330063409502652,0,0.0463377148756409,0.0016634385849995,0.0198505231520448,0,0.0116323231530594,0,0.02346553075626,0.024110920797342,0.0755056927772992,0.0223607477464017,0.133984717559103,0.0281170512813574,0.0105555721767174,0.00835537729262141,0.0210906753302459,0.00578585707410831,0,0.238148902241199,0.0197167729019153,0.233348548291597
"SU2CLC.MGH.1417",0.0185883655778882,0.0120829787849205,0.0373246488549173,0.0213263646165181,0.0100957773546874,0.0407375234271013,0,0.019431467909177,0,0,0,0.00793683041545419,0.00776015100220574,0.0368267671244856,0.00606821173900914,0.0528935849281431,0.00650691594204837,0.0174425791669213,0.0061706433664273,0.0114931820784019,0.00438950145740638,0.00129502591614444,0.128295594677097,0.0666409680290559,0.48669291763199
"SU2CLC.MGH.1418",0.0337872641603873,0.00982486482866772,0.0236102055648683,0.0313480207022882,0,0.0439010869690951,0,0.0264355270428571,0,0.00228807013459525,0,0.0169190050527666,0.00999204123288343,0.0490967779068915,0.016313760437651,0.0645642090578629,0,0,0,0.0473165755950667,0.00894047266561647,0.00078997434732479,0.280768846644339,0.0171509468685876,0.316952350788251
"SU2CLC.MGH.1487",0.00654582860061613,0.110331569727285,0.0122337932526569,0.00696106452586123,0.0228033381227784,0.0417842560104881,0.137801000668726,0.0150233450575326,0.0386740058529553,0.00532774658847799,0,0.13298553164306,0.0346761221890658,0.00672483863363324,0.00660789363808976,0.0626185479720644,0.0259594759869296,0.0130393998765315,0,0.0434441732515758,0.0269386264255922,0.0700981930245216,0.0416988711861166,0,0.137722377765441
"SU2CLC.MGH.1488",0.00577275585752018,0.00429259246035246,0.00472569994045295,0.013502718620079,0,0.0304539500497478,0.0012483096984981,0.00312277146576289,0,0.00062171173517505,0.00263814975360666,0.00081430042032338,0.00336347024607401,0.057220333264671,0.0172218588866746,0.0746118995943344,0,0,0.00540915603413223,0.00027902722003372,0,0.031474274134796,0.697663139397587,0.0233119516278737,0.0222519295923048
"SU2CLC.MGH.1489",0.00393448515757253,0.00205737725662371,0.0306970074795267,0.0318229375575196,0,0.00447565001978542,0,0.0243543065155009,0.00258245926991736,0,0,0.0327338070898717,0.00495350128889344,0.0433887126735898,0.0145111761229262,0.0901963566613572,0.0180908096324208,0,0,0.0337940601400049,0,0.00838239404927706,0.470412272476144,0,0.183612686609069
"SU2CLC.MGH.1490",0.0114216463483526,0.0226363107717688,0.0102180042294014,0.0560279734029884,0.0105025616005116,0.0537355516451537,0.0326740129936433,0.0165867500006833,0,0.00465954123445086,0,0.020011009333859,0.0157575374506318,0.0377004873632921,0.0426238194332309,0.0853693861413049,0.0246542294335437,0.00047896922479434,0,0.011851759162841,0,0,0.167470350342441,0.0336511549177515,0.341968944969356
"SU2CLC.MGH.1492",0.0104377993513344,0.00662413517904791,0.0195828581291821,0.0262191256785819,0,0.0504927303900411,0.0204503494835193,0.00829515629767165,0.00396852351465129,0.004291122651251,0.00287855737561481,0.0232805882578154,0.0409271016927795,0.0685455461523251,0.00773182043879155,0.110592101351041,0.027717438253644,0.0294332701698471,0,0.0277234043967652,0.012554005127321,0.0495968864472488,0.152452770632603,0.0564556409864412,0.239749068042481
"SU2CLC.MGH.1493",0.107882858717487,0.126891576836243,0.0578798470437655,0.0598359203129054,0.00169561769060731,0.062187668908337,0.00631496624999273,0.0433995185566603,0,0.032931940088094,0,0.0245636311897262,0.00583955275696834,0.0808635922150547,0.0160596179263243,0.0797187048354013,0.00359051751489348,0,0.00237860363248381,0.00279893930248813,0,0.0774919338743316,0.101413077710459,0.00658269696514489,0.0996792176726313
"SU2CLC.MGH.1495",0.0290512489477637,0.0593908616921219,0.0468583503674057,0.0258315460354232,0.0152946272190465,0.0648599437409858,0.0104464678928303,0.0102898248501953,0,0.00466461239940721,0,0.00071667143353233,0.00176529303876743,0.0155893711479678,0.0015940206944003,0.0354365323024923,0,0.0027726986962909,0,0.0147796795550267,0,0.00039374757283935,0.484989327712496,0.0455790509830972,0.12969612371791
"SU2CLC.MGH.1498",0.00038115563875691,0.0140627352589063,0.0325867655061391,0.0216488207084748,0,0.0478314348100346,0.00153186559291375,0.0125228262701866,0,0.0140612745979848,0,0.0125416691136642,0.0206141064078697,0.0409299705266702,0.0298994003016823,0.105864367188971,0.00252478180045536,0.00370611274042976,0,0.0191002250885008,0.00044737540109899,0.0110765420251102,0.136951805788593,0.0251298785151622,0.446586886718395
"SU2CLC.MGH.1500",0.022430098424468,0.062235214759477,0.0333108492515961,0.115350501248046,3.643357507365e-05,0.0396433500014625,0.00294414080801687,0.102131536473497,0.0432361155410727,0.0392719107337365,0,0.0525961245106025,0.0164539160734886,0.0456970052379884,0.0312284394002735,0.0870875854489175,0,0.0181726337972426,0,0.00888539305444533,0.001994882189817,0.173993341406469,0.00870170127496403,0.00198443135572302,0.092614395433622
"SU2CLC.MGH.1501",0.00916644003340832,0.0059432304085258,0.0115888588544007,0.0256322195052115,0,0.0189993096358523,0.0171967739795425,0.0202298234747675,0.00016959674690174,0,0,0.018649543808612,0.0101883720506483,0.133969433278659,0.0352919999769003,0.0816572051813562,0.00320311414834481,0,0,0.0243480154284488,0.00050575772722745,0.00323763095276535,0.216093325935418,0.00477893530634578,0.359150413566664
"SU2CLC.MGH.1503",0.00907866221185822,0.00714601545699004,0.0273875570875942,0.0272775812604841,0,0.0157023207318653,0.00872601683784748,0.0311860902601929,0.0112952571112208,0.00165058096367061,0,0.0172495264742686,0.0289605571326991,0.0659726086042749,0.0407123682321092,0.112012489986214,0,0.0102922328194373,0,0.0292955641068367,0,0.00094172309156174,0.231313774760087,0.0171249859910908,0.306674086879697
"SU2CLC.MGH.1565",0.00228920639222158,0.004412676470144,0.0139960601659021,0.0111223356178722,0,0.0173503293475301,0.00705740275141012,0.0116190710318037,0,0.00205435887737531,0,0.00577645402104862,0.0163025360828466,0.00883761920367145,0.00114357373935347,0.0346161246202923,0.00908151102120146,0.00614556713505911,0.00299991492258791,0.0143360489721361,0.00443587645455751,0.00147702207793082,0.0435378866382405,0.0216971237217112,0.759711300735104
"SU2CLC.MGH.1568",0.0468518429011755,0.0451435955334343,0.0225266735496806,0.0179440334249847,0.00392006748283546,0.0274742446985185,0.0144237075739973,0.0215727054321242,0.00041117769240942,0.00059271401574852,0,0.00479187801192947,0.0160858690068995,0.0430981606997293,0.0104324021768536,0.0746023483100235,0.0073976056170663,0.00359680084511538,0,0.0109988525271011,0,0.00506553080052063,0.441534621351202,0.00790704515517511,0.173628123193475
"SU2CLC.MGH.1572",0.00471637001258139,0.00679524683462391,0.0105198112987312,0.0356386599977817,0,0.0241189641126653,0.00943466940442897,0.0355035226513613,0.00348987904433267,0.00179724630998278,0.00026633578765223,0.00076960472278136,0.00297284618088965,0.0885369813137165,0.0056445768616487,0.107831514206771,0.00392311720285231,0.00217343164864723,0,0.0120236869956251,0.00046716759392738,0,0.46038277807808,0.00246553961861563,0.180528050122304
"SU2CLC.MGH.1574",0.11156701248659,0.237673232018018,0.168177912008496,0.0472412728164146,0.0344635004777725,0.0342711529379403,0.031012176091535,0.0800951172517035,0.00945552001465191,0,0.00930828797395517,0,0.0103030657282501,0.067668676053003,0.0124035767743553,0.065652662651618,0,0,0,0.00378594073624094,0.0005847534290474,0,0.0178921915426987,0.0514548598167429,0.00698908919096654
"SU2CLC.MGH.1575",0.00319902233614181,0.0113324154763016,0.0438225206014708,0.0270896781722869,0,0.05257964112921,0.00401770949570281,0.0136854761231257,0,0.00576048271782757,0,0.00566517571775962,0.0075861132020205,0.0563534083809459,0.0181327887370969,0.0872795082895388,0.00505824645113578,0,0,0.0164597373707898,0,0.0142598493766008,0.33339962016741,0.02400200231507,0.270316603939565
"SU2CLC.MSK.1364",0.00273475091429418,0.00450357237484907,0.00100354335383083,0.00975230880775788,0,0.0111897289324935,0,0.022840025632586,0,0,0.00287396515419622,0,0.00178289602316268,0.0392948069519716,0,0.0401749925528249,0.00945610970220789,0.0105863195381534,0.00854721945132899,0.00148090213594773,0,0,0.536945724472814,0.0004450578273078,0.296388076174273
"SU2CLC.MSK.1365",0.00705093404590456,0,0.0143716911977184,0.009531001977005,0,0.0553288016794258,0,0.0106117161419288,0,0.00116368005682682,0.00340166077127547,0.00118932776165848,0,0.0856758898434633,0.00519209536622442,0.0905590047209236,0.0250174991185412,0.0211312069665626,0.00272025989362527,0.00791498391011248,0,0.00015559029925834,0.540284536326611,0.0196393957774705,0.0990607241454633
"SU2CLC.MSK.A2009",0.0108265943782539,0.0251920980824729,0.0204758921963407,0.0296637823854241,0.00832589097334276,0.0255563593037906,0.0123792501866003,0.0289947372837888,0.0127378848873077,0.0206594224889983,0.0113259894897693,0.00182950051754816,0.0160373909167077,0.03186226748344,0.0183706713234788,0.0808184206356545,0.0231952010511423,0.00698533095097626,0.00963891211540237,0.0160812097659905,0.00128642173710331,0.0171376578820977,0.169734655085533,0.0639258555235289,0.336958603355307
"SU2CLC.MSK.A2013",0.0114309576657921,0.0337881334804232,0.0524549024309679,0.0169079856057149,0,0.0409210477085246,0.00442443716437744,0.0157513568771164,0,0.0137213537324042,0,0.00440155749714944,0,0.0303793932888305,0.00639854406106145,0.0486405094452096,0,0.00048888279346863,0.0128589447699493,0.0125591860205123,0,0.00099957665423304,0.384372511223568,0.0313993294946594,0.278101390086038
"SU2CLC.MSK.A2014",0.0244163208727364,0,0.0419393910552819,0.0357988185985348,0,0.0411465083809483,0.00240783955036277,0.0212673236880136,0.00543434674387455,0,0,0.0242395528173403,0.00763937209501691,0.0574984991854524,0.0122830790932232,0.0658410744558502,0.00497870648484179,0.00034714517608259,0.00448778528280348,0.00878071930464484,0,0.0129853691935972,0.0798853874367719,0.0321449618828382,0.516477798701785
"SU2CLC.MSK.A2060",0.0147804635248952,0.0282536758815003,0.0154865871619519,0.0819828571290629,0.00293012238999259,0.00634239126430808,0.0446975753482246,0.0527637410168932,0.00081192367966486,0.0183751139766341,0,0.00531742183457773,0.0135198373525998,0.104043069747036,0.0673341275492387,0.1270486494821,0.00768141160996386,0,0,0.0438373543323382,0.00029757784236039,0.040817847341201,0.0753057948619898,0.0309231357860783,0.217449320887388
"SU2CLC.MSK.A2075",0.0026321738016733,0.00767076557097614,0.0369787765739422,0.0586605652649853,0,0.0450581983313502,0.0133173146195134,0.0257999391041163,0,0.00358420691442159,0,0.0198325453710808,0.0356141743696357,0.0366363155937187,0.0182179267579798,0.141230856889635,0.0279036986236071,0.00133523201252408,0,0.033150650878539,0.00276350658150655,0.00295209125049511,0.0734592709512721,0.0375699082340039,0.375631882305023
"SU2CLC.UCD.1124",0.00881722502272435,0.00684224360936696,0.0449004450974417,0.0176434321435871,0,0.0399429598085087,0,0.0275783514624366,0.00316037254216954,0,0,0.0209262386668753,0.0137709259809864,0.0658441940671746,0.00125796197155092,0.0833990151773011,0.00097286078541092,0.00618173235257379,0.00796543359872016,0.00953243736033063,0,0,0.360640102874663,0.00815948444833337,0.272464583029845
"SU2CLC.UCD.1137",0.0448356913257985,0.123659147022745,0.0779108229488178,0.0617501231688013,0,0.0308643203621488,0.0171177636103788,0.0484820309724707,0,0.0247911000834346,0,0.0127701171166531,0,0.140610449491152,0.0171893800603198,0.0653731401243499,0,0,0,0.023847191462389,0.00068567122601346,0,0.257357370831009,0.0163945124733192,0.0363611677201985
"SU2CLC.UCD.1142",0.00491781688944823,0.00420798883799647,0.0336866650281532,0.0649425808786389,0,0.023320206309751,0.00649429457615195,0.0257067792630328,0.00725230085665871,0.00531227746175441,0,0.0178831213986289,0.00610591092106656,0.079080702452612,0.0425557157404424,0.169517495677787,0.00552960800201456,0,0,0.0552762019368636,5.835707988392e-05,0.0022780616469404,0.239846663418073,0.0146629227268481,0.191364328897254
"SU2CLC.UCD.1143",0.018315511909607,0,0.0201613211612137,0.0496597274664399,0.00251413697369562,0.0638018517976914,0,0.015761458593493,0,0.00233432897080781,0,0.0232015344039455,0.0283711790476312,0.0467319627112257,0.0120211082316429,0.104194547500064,0.0159185585479354,0.0275275795600626,0,0.0399197480979998,0.00276943549982678,0.0177335699841232,0.148281850090276,0.0788385660045882,0.281942023447731
"SU2CLC.UCD.1557",0.0498167804916009,0.0318878048009515,0.0259436657432314,0.00753528028051409,0.0124195371082919,0.0528881125653728,0,0.0241275437616295,0,0,0.00102802004043286,0.0108573895388139,0.0302689326016164,0.0620103205372865,0.0167987653698555,0.0767983878325739,0.0278179586613904,0.00703185278243807,0,0.0113149414559611,0.00964697458466421,0,0.0503830815363916,0.0375662852072628,0.45385836509972
"SU2CLC.UCD.1560",0.113265888572632,0.127329595861707,0.0166464179989452,0.106907465297022,0.165634130875767,0.16638367249796,0.0298651958236015,0.0540675727345716,0.0278315763894348,0,0.0144713617390285,0.0237676720002386,0.00130043632542998,0.0280527185282942,0.0145484030952191,0.0235821471270507,0.00667790091407178,0.00348864075590345,0,0,0,0.00325440147906638,0.00614384224709307,0,0.0667809597369624
